title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Китайский квартал,1974,130,"['Drama', 'Mystery', 'Thriller']",8.2,335204,16+,92,8486653
На север через северо-запад,1959,136,"['Action', 'Adventure', 'Mystery']",8.3,335034,12+,98,13275000
Интервью с вампиром,1994,123,"['Drama', 'Fantasy', 'Horror']",7.5,333001,16+,59,105264608
Парк юрского периода III,2001,92,"['Action', 'Adventure', 'Sci-Fi']",5.9,330754,12+,42,181171875
Конг: Остров черепа,2017,118,"['Action', 'Adventure', 'Fantasy']",6.6,330619,12+,62,168052812
Хранитель времени,2011,126,"['Adventure', 'Drama', 'Family']",7.5,329003,12+,83,73864507
Мир Юрского периода 2,2018,128,"['Action', 'Adventure', 'Sci-Fi']",6.1,327950,12+,51,417719760
Книга Илая,2010,118,"['Action', 'Adventure', 'Drama']",6.8,327529,R,53,94835059
Невероятная жизнь Уолтера Митти,2013,114,"['Adventure', 'Comedy', 'Drama']",7.3,326991,PG,54,58236838
Оружейный барон,2005,122,"['Crime', 'Drama']",7.6,326718,18+,62,24149632
Пятьдесят оттенков серого,2015,125,"['Drama', 'Romance', 'Thriller']",4.2,326571,18+,46,166167230
От заката до рассвета,1996,108,"['Action', 'Crime', 'Horror']",7.2,325951,16+,48,25753840
Пираты Карибского моря: Мертвецы не рассказывают сказки,2017,129,"['Action', 'Adventure', 'Fantasy']",6.5,325387,16+,39,172558876
История о супружестве,2019,137,"['Drama', 'Romance']",7.9,325328,R,94,2000000
Правила съема: Метод Хитча,2005,118,"['Comedy', 'Romance']",6.6,325326,12+,58,179495555
Ноттинг Хилл,1999,124,"['Comedy', 'Drama', 'Romance']",7.2,325284,12+,68,116089678
Мальчишник: Часть III,2013,100,"['Comedy', 'Crime']",5.8,323894,16+,30,112200072
Мгла,2007,126,"['Horror', 'Sci-Fi', 'Thriller']",7.1,323290,16+,58,25594957
Унесённые ветром,1939,238,"['Drama', 'Romance', 'War']",8.2,322823,,97,198676459
Убить пересмешника,1962,129,"['Crime', 'Drama']",8.3,322592,,88,0
Меню,2022,107,"['Comedy', 'Horror', 'Thriller']",7.2,322257,R,71,0
Трансформеры: Эпоха истребления,2014,165,"['Action', 'Adventure', 'Sci-Fi']",5.6,322010,12+,32,245439076
Солт,2010,100,"['Action', 'Thriller']",6.4,321882,14+,65,118311368
Остров,2005,136,"['Action', 'Sci-Fi', 'Thriller']",6.8,321276,12+,50,35818913
Перед рассветом,1995,101,"['Drama', 'Romance']",8.1,321082,R,77,5535405
Поезд на Юму,2007,122,"['Action', 'Crime', 'Drama']",7.7,320814,14+,76,53606916
Апокалипсис,2006,139,"['Action', 'Adventure', 'Drama']",7.8,320515,16+,68,50866635
"О, где же ты, брат?",2000,107,"['Adventure', 'Comedy', 'Crime']",7.7,320309,0+,69,45512588
Агенты А.Н.К.Л.,2015,116,"['Action', 'Adventure', 'Comedy']",7.2,320297,12+,56,45445109
Красавица и чудовище,2017,129,"['Adventure', 'Family', 'Fantasy']",7.1,320140,16+,65,504014165
"Лжец, лжец",1997,86,"['Comedy', 'Fantasy']",6.9,319782,PG-13,70,181410615
Магнолия,1999,188,['Drama'],8.0,319753,18+,78,22455976
Астрал,2010,103,"['Horror', 'Mystery', 'Thriller']",6.8,319585,16+,52,54009150
Соседи. На тропе войны,2014,97,['Comedy'],6.3,319412,18+,68,150157400
Все без ума от Мэри,1998,119,"['Comedy', 'Romance']",7.1,319326,16+,69,176484651
Диктатор,2012,83,['Comedy'],6.4,319254,18+,58,59650222
Счастливое число Слевина,2006,110,"['Crime', 'Drama', 'Thriller']",7.7,319243,16+,53,22494487
Шрэк 3,2007,93,"['Animation', 'Adventure', 'Comedy']",6.1,319163,6+,58,320706665
The Untouchables,1987,119,"['Crime', 'Drama', 'Thriller']",7.8,319132,,79,76270454
Лунный свет,2016,111,['Drama'],7.4,318781,16+,99,27854932
Шпионский мост,2015,142,"['Drama', 'History', 'Thriller']",7.6,318765,16+,81,72313754
Дежа вю,2006,126,"['Action', 'Crime', 'Sci-Fi']",7.1,318113,PG-13,59,64038616
Идеальный голос,2012,112,"['Comedy', 'Music', 'Romance']",7.1,317895,16+,66,65001093
Донни Браско,1997,127,"['Biography', 'Crime', 'Drama']",7.7,317319,0+,76,41909762
Школа рока,2003,109,"['Comedy', 'Music']",7.2,316948,12+,82,81261177
Битлджюс,1988,92,"['Comedy', 'Fantasy']",7.5,316596,12+,70,73707461
Мы,2019,116,"['Horror', 'Mystery', 'Thriller']",6.8,316195,18+,81,175084580
РЭД,2010,111,"['Action', 'Comedy', 'Crime']",7.0,315883,12+,60,90380162
Искусственный разум,2001,146,"['Drama', 'Sci-Fi']",7.2,315031,12+,65,78616689
Бэтмен возвращается,1992,126,"['Action', 'Crime', 'Fantasy']",7.1,314331,PG-13,68,162831698
Заложница 2,2012,92,"['Action', 'Crime', 'Thriller']",6.2,314100,16+,45,139854287
Телепорт,2008,88,"['Action', 'Adventure', 'Sci-Fi']",6.1,314059,12+,35,80172128
Неудержимые 2,2012,103,"['Action', 'Adventure', 'Thriller']",6.6,313702,18+,51,85017401
Рестлер,2008,109,"['Drama', 'Sport', 'Thriller']",7.9,313187,16+,80,26236603
Гаттака,1997,106,"['Drama', 'Sci-Fi', 'Thriller']",7.8,312704,PG-13,64,12339633
Эйс Вентура: Розыск домашних животных,1994,86,['Comedy'],6.9,312506,12+,37,72217000
Перевозчик,2002,92,"['Action', 'Crime', 'Thriller']",6.8,311387,16+,51,25296447
Запах женщины,1992,156,['Drama'],8.0,310685,12+,59,63895607
Суперсемейка 2,2018,118,"['Animation', 'Action', 'Adventure']",7.6,310569,6+,80,608581744
Джонни Д.,2009,140,"['Action', 'Biography', 'Crime']",7.0,310075,16+,70,97104620
Цель номер один,2012,157,"['Drama', 'History', 'Thriller']",7.4,309610,16+,95,95720716
Вавилон,2006,143,['Drama'],7.5,309413,16+,69,34302837
Заражение,2011,106,"['Drama', 'Thriller']",6.8,309084,12+,70,75658097
Эволюция Борна,2012,135,"['Action', 'Adventure', 'Thriller']",6.6,308864,18+,61,113203870
Семь жизней,2008,123,['Drama'],7.6,308763,16+,36,69951824
Гордость и предубеждение,2005,129,"['Drama', 'Romance']",7.8,308725,12+,82,38405088
Воздушная тюрьма,1997,115,"['Action', 'Crime', 'Thriller']",6.9,308488,0+,52,101117573
300 спартанцев: Расцвет империи,2014,102,"['Action', 'Drama']",6.2,308181,16+,48,106580051
Чужой 3,1992,114,"['Action', 'Horror', 'Sci-Fi']",6.4,308094,16+,59,55473600
Лучше не бывает,1997,139,"['Comedy', 'Drama', 'Romance']",7.7,307874,12+,67,148478011
Законопослушный гражданин,2009,109,"['Action', 'Crime', 'Drama']",7.4,307055,18+,34,73343413
Расплата,2016,128,"['Action', 'Thriller']",7.3,306018,18+,51,86260045
Звездный десант,1997,129,"['Action', 'Adventure', 'Sci-Fi']",7.3,305754,16+,52,54814377
Сводные братья,2008,98,['Comedy'],6.9,305691,16+,51,100468793
Беглец,1993,130,"['Action', 'Crime', 'Drama']",7.8,305008,PG-13,87,183875760
Леди Бёрд,2017,94,"['Comedy', 'Drama']",7.4,305006,18+,93,48958273
Иллюзия обмана 2,2016,129,"['Action', 'Adventure', 'Comedy']",6.4,303882,12+,46,65075540
Аполлон 13,1995,140,"['Adventure', 'Drama', 'History']",7.7,303842,12+,77,173837933
Бессонница,2002,118,"['Drama', 'Mystery', 'Thriller']",7.2,303505,16+,78,67355513
8 Миля,2002,110,"['Drama', 'Music']",7.2,303046,16+,77,116724075
Приключения Флика,1998,95,"['Animation', 'Adventure', 'Comedy']",7.2,302216,0+,77,162798565
Семейка Тененбаум,2001,110,"['Comedy', 'Drama']",7.6,301706,16+,76,52364010
Лоуренс Аравийский,1962,218,"['Adventure', 'Biography', 'Drama']",8.3,301638,,100,44824144
Доказательство смерти,2007,127,"['Action', 'Thriller']",7.0,301345,18+,0,0
Отпуск по обмену,2006,136,"['Comedy', 'Romance']",6.9,301264,14+,52,63224849
Ангелы и демоны,2009,138,"['Action', 'Mystery', 'Thriller']",6.7,301003,PG-13,48,133375846
Миссия «Серенити»,2005,119,"['Action', 'Adventure', 'Sci-Fi']",7.8,300510,12+,74,25514517
Мулан,1998,87,"['Animation', 'Adventure', 'Comedy']",7.6,299994,0+,71,120620254
Девичник в Вегасе,2011,125,"['Comedy', 'Romance']",6.8,299647,16+,75,169106725
Кунг-фу Панда 2,2011,90,"['Animation', 'Action', 'Adventure']",7.2,299288,0+,67,165249063
Форсаж 4,2009,107,"['Action', 'Crime', 'Thriller']",6.5,298643,16+,46,155064265
Неогранённые алмазы,2019,135,"['Crime', 'Drama', 'Thriller']",7.4,297739,R,91,0
Крид: Наследие Рокки,2015,133,"['Action', 'Drama', 'Sport']",7.6,297678,16+,82,109767581
Царство небесное,2005,144,"['Action', 'Adventure', 'Drama']",7.2,297271,R,63,47398413
Принц Персии: Пески времени,2010,116,"['Action', 'Adventure', 'Fantasy']",6.6,296358,12+,50,90759676
Уцелевший,2013,121,"['Action', 'Biography', 'Drama']",7.5,295927,16+,60,125095601
Хатико: самый верный друг,2009,93,"['Biography', 'Drama', 'Family']",8.1,295518,0+,0,0
Белоснежка и охотник,2012,127,"['Action', 'Adventure', 'Drama']",6.1,295345,12+,57,155332381
Фантастические твари: Преступления Грин-де-Вальда,2018,134,"['Adventure', 'Family', 'Fantasy']",6.5,294306,12+,52,159555901
Манчестер у моря,2016,137,['Drama'],7.8,294244,18+,96,47695371
Величайший шоумен,2017,105,"['Biography', 'Drama', 'Musical']",7.5,293573,12+,48,174340174
В пролёте,2008,111,"['Comedy', 'Drama', 'Romance']",7.1,293268,16+,67,63172463
Cтрах и ненависть в Лас-Вегасе,1998,118,"['Adventure', 'Comedy', 'Drama']",7.5,292008,16+,41,10680275
Красное уведомление,2021,118,"['Action', 'Comedy', 'Thriller']",6.3,291884,12+,37,0
Патруль времени,2014,97,"['Action', 'Drama', 'Sci-Fi']",7.4,291620,16+,69,68372
Мулен Руж,2001,127,"['Drama', 'Musical', 'Romance']",7.6,291540,12+,66,57386607
Сумерки. Сага. Новолуние,2009,130,"['Adventure', 'Drama', 'Fantasy']",4.8,291067,12+,44,296623634
Чужой: Завет,2017,122,"['Horror', 'Sci-Fi', 'Thriller']",6.4,290348,18+,65,74262031
Зеленый Фонарь,2011,114,"['Action', 'Adventure', 'Sci-Fi']",5.5,290091,12+,39,116601172
Под покровом ночи,2016,116,"['Drama', 'Thriller']",7.5,289983,18+,67,10663357
Армагеддец,2013,109,"['Action', 'Comedy', 'Sci-Fi']",6.9,289419,18+,81,26004851
Назови меня своим именем,2017,132,"['Drama', 'Romance']",7.8,289336,18+,94,18095701
Хэллоуин,1978,91,"['Horror', 'Thriller']",7.7,289129,18+,87,47000000
Никто,2021,92,"['Action', 'Crime', 'Drama']",7.4,288195,18+,64,27268035
Твоё имя,2016,106,"['Animation', 'Drama', 'Fantasy']",8.4,288130,12+,81,5017246
Могила светлячков,1988,89,"['Animation', 'Drama', 'War']",8.5,288113,,94,0
Искупление,2007,123,"['Drama', 'Mystery', 'Romance']",7.8,287891,R,85,50927067
В поисках Дори,2016,97,"['Animation', 'Adventure', 'Comedy']",7.3,287531,6+,77,486295561
Бриолин,1978,110,"['Comedy', 'Musical', 'Romance']",7.2,287457,12+,70,188755690
Возвращение Супермена,2006,154,"['Action', 'Adventure', 'Sci-Fi']",6.1,287405,12+,72,200081192
Битва титанов,2010,106,"['Action', 'Adventure', 'Fantasy']",5.8,287303,PG-13,39,163214888
Эльф,2003,97,"['Adventure', 'Comedy', 'Family']",7.1,287106,0+,64,173398518
Комната страха,2002,112,"['Crime', 'Drama', 'Thriller']",6.8,286845,16+,65,96397334
Ледниковый период 2: Глобальное потепление,2006,91,"['Animation', 'Adventure', 'Comedy']",6.8,286645,0+,59,195330621
Не дыши,2016,88,"['Crime', 'Horror', 'Thriller']",7.1,286365,18+,71,89217875
Угнать за 60 секунд,2000,118,"['Action', 'Crime', 'Thriller']",6.5,286324,12+,35,101648571
Балбесы,1985,114,"['Adventure', 'Comedy', 'Family']",7.7,285462,12+,62,61503218
Двойной форсаж,2003,107,"['Action', 'Crime', 'Thriller']",5.9,285047,12+,38,127154901
Блэйд,1998,120,"['Action', 'Horror', 'Sci-Fi']",7.1,284977,18+,47,70087718
Терминатор: Генезис,2015,126,"['Action', 'Adventure', 'Sci-Fi']",6.3,284817,12+,38,89760956
Тройной форсаж: Токийский дрифт,2006,104,"['Action', 'Crime', 'Thriller']",6.0,284792,12+,45,62514415
Труп невесты,2005,77,"['Animation', 'Drama', 'Family']",7.3,284441,12+,83,53359111
Почти знаменит,2000,122,"['Adventure', 'Comedy', 'Drama']",7.9,284134,18+,90,32534850
Книга джунглей,2016,106,"['Adventure', 'Drama', 'Family']",7.4,284008,6+,77,364001123
28 недель спуcтя,2007,100,"['Action', 'Adventure', 'Horror']",6.9,283919,18+,78,28638916
Падение Олимпа,2013,119,"['Action', 'Thriller']",6.5,283832,R,41,98925640
Чудо на Гудзоне,2016,96,"['Biography', 'Drama']",7.4,283580,16+,74,125070033
Контакт,1997,150,"['Drama', 'Mystery', 'Sci-Fi']",7.5,283228,0+,62,100920329
Судья Дредд 3D,2012,95,"['Action', 'Crime', 'Sci-Fi']",7.1,283203,18+,60,13414714
Патриот,2000,165,"['Action', 'Drama', 'History']",7.2,283190,16+,63,113330342
Ганнибал,2001,131,"['Crime', 'Drama', 'Thriller']",6.8,283150,18+,57,165092268
Заклятие 2,2016,134,"['Horror', 'Mystery', 'Thriller']",7.3,282413,18+,65,102470008
1408,2007,104,"['Fantasy', 'Horror', 'Mystery']",6.8,282294,PG-13,64,71985628
Красный Дракон,2002,124,"['Crime', 'Drama', 'Thriller']",7.2,281836,18+,60,93149898
Образцовый самец,2001,90,['Comedy'],6.5,281439,12+,61,45172250
Оно 2,2019,169,"['Drama', 'Fantasy', 'Horror']",6.5,280948,18+,58,211593228
"Прощай, детка, прощай",2007,114,"['Crime', 'Drama', 'Mystery']",7.6,280666,16+,72,20300218
Выпускник,1967,106,"['Comedy', 'Drama', 'Romance']",8.0,280321,PG,83,104945305
Пипец 2,2013,103,"['Action', 'Comedy', 'Crime']",6.5,280127,18+,41,28795985
Час пик,1998,98,"['Action', 'Comedy', 'Crime']",7.0,279777,12+,60,141153686
Алита: Боевой ангел,2019,122,"['Action', 'Adventure', 'Sci-Fi']",7.3,279542,16+,53,85710210
Джон Картер,2012,132,"['Action', 'Adventure', 'Sci-Fi']",6.6,279198,12+,51,73078100
Обитель зла,2002,100,"['Action', 'Horror', 'Sci-Fi']",6.6,279026,18+,33,40119709
Чудо-женщина: 1984,2020,151,"['Action', 'Adventure', 'Fantasy']",5.4,279022,12+,60,46370364
Ранго,2011,107,"['Animation', 'Action', 'Adventure']",7.2,278902,0+,75,123477607
Хеллбой II: Золотая армия,2008,120,"['Action', 'Adventure', 'Fantasy']",7.0,278747,16+,78,75754670
Знакомство с Факерами,2004,115,"['Comedy', 'Romance']",6.3,278216,12+,41,279261160
Копы в глубоком запасе,2010,107,"['Action', 'Comedy', 'Crime']",6.6,277807,PG-13,64,119219978
Место под соснами,2012,140,"['Crime', 'Drama', 'Thriller']",7.3,277693,16+,68,21383298
Звёздная пыль,2007,127,"['Adventure', 'Family', 'Fantasy']",7.6,277634,PG-13,66,38634938
Ведьма,2015,92,"['Drama', 'Fantasy', 'Horror']",6.9,277603,16+,83,25138705
Русалочка,1989,83,"['Animation', 'Adventure', 'Family']",7.6,277568,0+,88,111543479
Другой мир,2003,121,"['Action', 'Fantasy', 'Thriller']",7.0,277321,18+,42,51970690
Танцующий с волками,1990,181,"['Adventure', 'Drama', 'Western']",8.0,277053,6+,72,184208848
Аладдин,2019,128,"['Adventure', 'Comedy', 'Family']",6.9,276953,6+,53,355559216
Мегамозг,2010,95,"['Animation', 'Action', 'Comedy']",7.3,276946,0+,63,148415853
Миссис Даутфайр,1993,125,"['Comedy', 'Drama']",7.1,276923,0+,53,219200000
Телефонная будка,2002,81,"['Crime', 'Thriller']",7.1,276567,16+,56,46566212
Ванильное небо,2001,136,"['Fantasy', 'Mystery', 'Romance']",6.9,276413,16+,45,100614858
Офисное пространство,1999,89,['Comedy'],7.6,276264,16+,68,10824921
Проклятый путь,2002,117,"['Crime', 'Drama', 'Thriller']",7.7,276236,16+,72,104454762
Джерри Магуайер,1996,139,"['Comedy', 'Drama', 'Romance']",7.3,276100,0+,77,153952592
"Крадущийся тигр, затаившийся дракон",2000,120,"['Action', 'Adventure', 'Drama']",7.9,275884,12+,94,128078872
Робин Гуд,2010,140,"['Action', 'Adventure', 'Drama']",6.6,275533,16+,53,105269730
Плохие парни,1995,119,"['Action', 'Comedy', 'Crime']",6.8,275294,R,41,65807024
Ван Хельсинг,2004,131,"['Action', 'Adventure', 'Fantasy']",6.0,274937,12+,35,120177084
Перед закатом,2004,80,"['Drama', 'Romance']",8.1,274406,16+,91,5820649
Чёрный клановец,2018,135,"['Biography', 'Comedy', 'Crime']",7.5,274344,18+,83,49275340
Несколько хороших парней,1992,138,"['Drama', 'Thriller']",7.7,273768,0+,62,141340178
В джазе только девушки,1959,121,"['Comedy', 'Music', 'Romance']",8.2,273520,,98,25000000
Мрачные тени,2012,113,"['Comedy', 'Fantasy', 'Horror']",6.2,273323,12+,55,79727149
Ночи в стиле буги,1997,155,['Drama'],7.9,273038,18+,85,26400640
Халк,2003,138,"['Action', 'Sci-Fi']",5.6,272914,16+,54,132177234
Чёрная Пантера: Ваканда навеки,2022,161,"['Action', 'Adventure', 'Drama']",6.7,271928,PG-13,67,453721831
Очень страшное кино,2000,88,['Comedy'],6.2,271792,16+,48,157019771
Фантастическая четвёрка: Вторжение Серебряного сёрфера,2007,92,"['Action', 'Adventure', 'Fantasy']",5.6,271382,12+,45,131921738
Ведьма из Блэр: Курсовая с того света,1999,81,"['Horror', 'Mystery']",6.5,271254,16+,81,140539099
Варкрафт,2016,123,"['Action', 'Adventure', 'Fantasy']",6.7,270768,12+,32,47365290
Лобстер,2015,119,"['Drama', 'Romance', 'Sci-Fi']",7.1,270614,18+,82,8699235
Энни Холл,1977,93,"['Comedy', 'Romance']",8.0,270567,12+,92,39200000
Афера,1973,129,"['Comedy', 'Crime', 'Drama']",8.3,269901,0+,83,159600000
Воздушный маршал,2014,106,"['Action', 'Mystery', 'Thriller']",6.9,269832,16+,56,92168600
Правдивая ложь,1994,141,"['Action', 'Comedy', 'Thriller']",7.3,269733,R,63,146282411
Враг у ворот,2001,131,"['Action', 'Drama', 'War']",7.5,269284,16+,53,51401758
Убийство в Восточном экспрессе,2017,114,"['Crime', 'Drama', 'Mystery']",6.5,269220,16+,52,102826543
Таинственный лес,2004,108,"['Drama', 'Mystery', 'Thriller']",6.6,269016,12+,44,114197520
Новый кинотеатр «Парадизо»,1988,155,"['Drama', 'Romance']",8.5,268932,16+,80,11990401
Гринч - похититель Рождества,2000,104,"['Comedy', 'Family', 'Fantasy']",6.3,268893,12+,46,260044825
El Camino: Во все тяжкие,2019,122,"['Action', 'Crime', 'Drama']",7.3,268220,,72,0
Робокоп,1987,102,"['Action', 'Crime', 'Sci-Fi']",7.6,268004,18+,70,53424681
Кокаин,2001,124,"['Biography', 'Crime', 'Drama']",7.5,267363,18+,52,52990775
Планета обезьян: Война,2017,140,"['Action', 'Adventure', 'Drama']",7.4,267221,16+,82,146880162
До встречи с тобой,2016,106,"['Drama', 'Romance']",7.4,267187,16+,51,56245075
Смертельное оружие,1987,109,"['Action', 'Crime', 'Thriller']",7.6,266709,18+,68,65207127
Монстры на каникулах,2012,91,"['Animation', 'Adventure', 'Comedy']",7.0,266352,6+,47,148313048
Семь психопатов,2012,110,"['Comedy', 'Crime']",7.1,266351,16+,66,15024049
Пункт назначения,2000,98,"['Horror', 'Thriller']",6.7,266061,16+,36,53331147
Линкольн,2012,150,"['Biography', 'Drama', 'History']",7.3,265907,16+,87,182207973
Неизвестный,2011,113,"['Action', 'Mystery', 'Thriller']",6.8,265455,PG-13,56,63686397
Джуманджи: Новый уровень,2019,123,"['Action', 'Adventure', 'Comedy']",6.7,264399,12+,58,316831246
Собачий полдень,1975,125,"['Biography', 'Crime', 'Drama']",8.0,264252,16+,86,50000000
Синистер,2012,110,"['Horror', 'Mystery', 'Thriller']",6.8,263921,18+,53,48086903
Капитан Крюк,1991,142,"['Adventure', 'Comedy', 'Family']",6.8,263811,0+,52,119654823
Команда «А»,2010,117,"['Action', 'Adventure', 'Crime']",6.7,263782,PG-13,47,77222099
Ветреная река,2017,107,"['Crime', 'Drama', 'Mystery']",7.7,263320,18+,73,33800859
На несколько долларов больше,1965,132,"['Drama', 'Western']",8.2,263170,14+,74,15000000
Золотой глаз,1995,130,"['Action', 'Adventure', 'Thriller']",7.2,263077,12+,65,106600000
Рассвет мертвецов,2004,101,"['Action', 'Horror']",7.3,263011,18+,59,59020957
История игрушек 4,2019,100,"['Animation', 'Adventure', 'Comedy']",7.7,262871,6+,84,434038008
Меняющие реальность,2011,106,"['Romance', 'Sci-Fi', 'Thriller']",7.0,262816,12+,60,62495645
Американский пирог 2,2001,108,['Comedy'],6.4,262754,16+,43,145103595
Рэмбо: Первая кровь,1982,93,"['Action', 'Adventure', 'Thriller']",7.7,262728,16+,61,47212904
Матрица: Воскрешение,2021,148,"['Action', 'Sci-Fi']",5.7,261767,16+,63,0
Вики Кристина Барселона,2008,96,"['Comedy', 'Drama', 'Romance']",7.1,261637,16+,70,23216709
Стажёр,2015,121,"['Comedy', 'Drama']",7.1,261452,16+,51,75764672
Бегущий в лабиринте: Испытание огнем,2015,131,"['Action', 'Adventure', 'Sci-Fi']",6.3,261421,16+,43,81697192
Одноклассники,2010,102,['Comedy'],5.9,261127,12+,30,162001186
Ной,2014,138,"['Action', 'Adventure', 'Drama']",5.8,260876,16+,68,101200044
Пила 2,2005,93,"['Horror', 'Mystery']",6.6,260680,18+,40,87039965
Подмена,2008,141,"['Biography', 'Crime', 'Drama']",7.8,260093,16+,63,35739802
Вспомнить всё,2012,118,"['Action', 'Adventure', 'Sci-Fi']",6.2,260036,12+,43,58877969
Робот по имени Чаппи,2015,120,"['Action', 'Crime', 'Drama']",6.8,260030,18+,41,31569268
Бэтмен и Робин,1997,125,"['Action', 'Sci-Fi']",3.7,259985,12+,28,107325195
Фокус,2015,105,"['Comedy', 'Crime', 'Drama']",6.6,259727,R,56,53862963
Пол: Секретный материальчик,2011,104,"['Adventure', 'Comedy', 'Sci-Fi']",6.9,259375,16+,57,37412945
Двадцать одно,2008,123,"['Crime', 'Drama', 'History']",6.8,259144,16+,48,81159365
Бэтмен навсегда,1995,121,"['Action', 'Adventure']",5.4,258944,PG-13,51,184031112
Рок-н-рольщик,2008,114,"['Action', 'Crime', 'Thriller']",7.2,258871,16+,53,5694401
Плохие парни 2,2003,147,"['Action', 'Comedy', 'Crime']",6.6,258679,16+,38,138608444
Вышибалы,2004,92,"['Comedy', 'Sport']",6.7,258119,12+,55,114326736
Парфюмер: История одного убийцы,2006,147,"['Crime', 'Drama', 'Fantasy']",7.5,258057,14+,56,2223293
Переступить черту,2005,136,"['Biography', 'Drama', 'Music']",7.8,257674,PG-13,72,119519402
Схватка,2011,117,"['Action', 'Adventure', 'Drama']",6.7,257488,16+,64,51580136
Пекло,2007,107,"['Sci-Fi', 'Thriller']",7.2,257438,16+,64,3675753
Mamma Mia!,2008,108,"['Comedy', 'Musical', 'Romance']",6.5,257241,PG-13,51,144130063
Патруль,2012,109,"['Action', 'Adventure', 'Crime']",7.6,257093,18+,68,41003371
Идентификация,2003,90,"['Mystery', 'Thriller']",7.3,256987,16+,64,52159536
Хроника,2012,89,"['Action', 'Drama', 'Sci-Fi']",7.0,256975,16+,69,64575175
Адреналин,2006,88,"['Action', 'Crime', 'Thriller']",6.9,255957,18+,57,27829874
Подводная лодка,1981,149,"['Drama', 'War']",8.4,255945,R,86,11487676
Король Лев,2019,118,"['Animation', 'Adventure', 'Drama']",6.8,254906,6+,55,543638043
Сумерки. Сага. Рассвет: Часть 2,2012,115,"['Adventure', 'Drama', 'Fantasy']",5.5,254837,12+,52,292298923
Чужой 4: Воскрешение,1997,109,"['Action', 'Horror', 'Sci-Fi']",6.2,254549,16+,63,47748610
Стекло,2019,129,"['Drama', 'Horror', 'Sci-Fi']",6.6,253960,16+,43,111048468
Ледниковый период 3: Эра динозавров,2009,94,"['Animation', 'Adventure', 'Comedy']",6.9,253767,0+,50,196573705
Притворись моей женой,2011,117,"['Comedy', 'Romance']",6.4,253729,PG-13,33,103028109
Оно следует,2014,100,"['Horror', 'Mystery', 'Thriller']",6.8,253393,18+,83,14674077
"Знакомьтесь, Джо Блэк",1998,178,"['Drama', 'Fantasy', 'Romance']",7.2,252852,16+,43,44619100
Морской бой,2012,131,"['Action', 'Adventure', 'Sci-Fi']",5.8,252493,12+,41,65422625
Сумерки. Сага. Затмение,2010,124,"['Action', 'Adventure', 'Drama']",5.0,252296,PG-13,58,300531751
Пока не сыграл в ящик,2007,97,"['Adventure', 'Comedy', 'Drama']",7.4,252076,12+,42,93466502
Стартрек: Бесконечность,2016,122,"['Action', 'Adventure', 'Sci-Fi']",7.0,252044,12+,68,158848340
Чтец,2008,124,"['Drama', 'Romance']",7.6,251896,16+,58,34194407
Как отделаться от парня за 10 дней,2003,116,"['Comedy', 'Romance']",6.4,251856,12+,45,105813373
Дневник Бриджет Джонс,2001,97,"['Comedy', 'Drama', 'Romance']",6.8,251440,12+,66,71543427
Операция «Валькирия»,2008,121,"['Drama', 'History', 'Thriller']",7.1,251103,14+,56,83077833
Враг государства,1998,132,"['Action', 'Thriller']",7.3,251090,0+,67,111549836
Порок на экспорт,2007,100,"['Crime', 'Drama', 'Thriller']",7.6,251058,18+,83,17114882
Шпион,2015,120,"['Action', 'Comedy']",7.0,250682,16+,75,110825712
Хищные птицы: Потрясающая история Харли Квинн,2020,109,"['Action', 'Comedy', 'Crime']",6.1,250148,18+,60,84158461
План побега,2013,115,"['Action', 'Thriller']",6.7,250016,16+,49,25132228
Большой побег,1963,172,"['Adventure', 'Drama', 'History']",8.2,249808,,86,12100000
Развод Надера и Симин,2011,123,['Drama'],8.3,249784,PG-13,95,7098492
Турист,2010,103,"['Action', 'Thriller']",6.0,249492,14+,37,67631157
Поющие под дождём,1952,103,"['Comedy', 'Musical', 'Romance']",8.3,249381,G,99,8819028
Филадельфия,1993,125,['Drama'],7.7,249104,16+,66,77324422
Аэроплан!,1980,88,['Comedy'],7.7,249064,12+,78,83400000
Тихое место 2,2020,97,"['Drama', 'Horror', 'Sci-Fi']",7.2,248783,16+,71,160072261
Новые времена,1936,87,"['Comedy', 'Drama', 'Romance']",8.5,248710,0+,96,163245
Кошмар на улице Вязов,1984,91,['Horror'],7.4,248684,18+,76,25504513
Остин Пауэрс: Человек-загадка международного масштаба,1997,94,"['Adventure', 'Comedy']",7.0,248310,16+,51,53883989
Человек-слон,1980,124,"['Biography', 'Drama']",8.2,248276,14+,78,0
Чёрный Адам,2022,125,"['Action', 'Adventure', 'Fantasy']",6.3,247938,PG-13,41,168152111
К звёздам,2019,123,"['Adventure', 'Drama', 'Mystery']",6.5,247641,16+,80,50188370
Миньоны,2015,91,"['Animation', 'Adventure', 'Comedy']",6.4,247538,6+,56,336045770
Паранормальное явление,2007,86,"['Horror', 'Mystery']",6.3,247474,16+,68,107918810
Левша,2015,124,"['Action', 'Crime', 'Drama']",7.3,247418,18+,57,52421953
Самый пьяный округ в мире,2012,116,"['Biography', 'Crime', 'Drama']",7.2,247305,18+,58,37400127
Чёрная дыра,2000,109,"['Action', 'Horror', 'Sci-Fi']",7.0,247257,R,49,39240659
